vgi_id,name,released,steam_id,slug,price,units_sold_vgi,reviews,followers,rating,genres,developers,publishers,publishers_type,revenue_vgi,tags,platforms,genre
720595,Rogue Waters,2024-09-30,1691190,rogue-waters,29.99,25320,844,14198,81.991,"Action, Adventure, Strategy, RPG",Ice Code Games,Tripwire Interactive,AA,518000,"['Strategy', 'RPG', 'Choices Matter', 'Turn-Based Tactics', 'Pirates', 'Naval', 'Sailing', 'Turn-Based Combat', 'Tactical', 'Turn-Based Strategy', 'Isometric', 'Tactical RPG', 'Combat', 'Puzzle', 'Turn-Based', 'Roguelike', 'Roguelite', 'Fantasy', 'Story Rich', 'Procedural Generation']","PC, PlayStation, Xbox, Nintendo",Strategy
644284,EA SPORTS FC 25,2024-09-27,2669320,ea-sports-fc-25,69.99,1800000,60604,68993,48.705,"Simulation, Sports",Electronic Arts,Electronic Arts,AAA,76500000,"['Simulation', 'Singleplayer', 'Free to Play', 'Multiplayer', 'Competitive', 'Sports', 'Controller', 'Co-op', 'Split Screen', 'LGBTQ+', 'Online Co-Op', 'Local Multiplayer', 'Modern', 'Soundtrack', 'Local Co-Op', 'eSports', 'Family Friendly', 'PvP', 'Realistic', 'Football (Soccer)']","PC, PlayStation, Xbox, Nintendo",Sports
617154,Ara History Untold,2024-09-24,2021880,ara-history-untold,59.99,51840,1728,34793,68.808,Strategy,Oxide Games,Xbox Game Studios,AAA,2400000,"['Strategy', 'Singleplayer', 'Multiplayer', 'Tutorial', 'Turn-Based Tactics', 'LGBTQ+', 'Historical', 'Military', 'Grand Strategy', 'Turn-Based Strategy', 'Alternate History', 'Villain Protagonist', 'Diplomacy', '3D', 'Top-Down', '4X', 'Turn-Based', 'City Builder', 'Resource Management', 'Management']",PC,Strategy
672738,Disney Epic Mickey Rebrushed,2024-09-24,1522160,disney-epic-mickey-rebrushed,59.99,32370,1079,15307,94.161,"Action, Adventure",Purple Lamp,THQ Nordic,AA,1400000,"['Singleplayer', 'Choose Your Own Adventure', 'Side Scroller', 'Choices Matter', 'Action-Adventure', 'Puzzle Platformer', 'Cartoon', 'Third-Person', 'Magic', 'Remake', '3D Platformer', 'Lore-Rich', 'Platformer', 'Puzzle', 'Exploration', 'Story Rich', 'Funny', 'Cute', 'Family Friendly', 'Multiple Endings']","PC, PlayStation, Xbox, Nintendo",Action
638826,Frostpunk 2,2024-09-20,1601580,frostpunk-2,44.99,951000,20291,174000,76.743,"Simulation, Strategy",11 bit studios,11 bit studios,AA,32900000,"['Strategy', 'Simulation', 'Singleplayer', 'Choices Matter', 'Colony Sim', 'Post-apocalyptic', 'Politics', 'Political Sim', 'Sequel', 'Snow', 'Steampunk', 'Survival', '4X', 'City Builder', 'Base Building', 'Resource Management', 'Management', 'Atmospheric', 'Great Soundtrack', 'Violent']","PC, PlayStation, Xbox",Strategy
678491,Dead Rising Deluxe Remaster,2024-09-19,2527390,dead-rising-deluxe-remaster,49.99,101000,3364,20059,81.718,"Action, Adventure",Capcom,Capcom,AAA,4000000,"['Action', 'Adventure', 'Singleplayer', 'Action-Adventure', 'Gore', 'Dark', 'LGBTQ+', 'Time Management', 'Third-Person', 'Zombies', 'Cinematic', 'Dark Comedy', 'Spectacle fighter', 'Survival', 'Sandbox', 'Sci-fi', 'Funny', 'Cute', 'Horror', 'Multiple Endings']","PC, PlayStation, Xbox",Action
629385,FINAL FANTASY XVI,2024-09-17,2515020,final-fantasy-xvi,49.99,623000,20763,61348,79.353,"Action, RPG",Square Enix,Square Enix,AAA,23500000,"['Action', 'Singleplayer', 'RPG', 'Drama', 'Action RPG', 'Party-Based RPG', 'Dark Fantasy', 'Hack and Slash', 'Third-Person', 'Magic', 'Cinematic', 'Emotional', 'Spectacle fighter', '3D', 'JRPG', 'Fantasy', 'Story Rich', 'Atmospheric', 'Great Soundtrack', 'Violent']","PC, PlayStation",RPG
653002,The Plucky Squire,2024-09-17,1627570,the-plucky-squire,29.99,72900,2430,28164,86.091,Adventure,All Possible Futures,Devolver Digital,AA,1700000,"['Adventure', 'Indie', 'Singleplayer', 'Multiplayer', 'Controller', 'Action-Adventure', 'Puzzle Platformer', 'Co-op', '2D Platformer', '3D Platformer', 'Combat', '2D', '3D', 'Cartoony', 'Fantasy', 'Cute', 'Family Friendly']","PC, PlayStation, Xbox, Nintendo",Arcade
633562,MARVEL vs CAPCOM Fighting Collection Arcade Classics,2024-09-12,2634890,marvel-vs-capcom-fighting-collection-arcade-classics,49.99,59940,1998,20769,94.394,Action,Capcom,Capcom,AAA,2400000,"['Action', 'Singleplayer', 'Multiplayer', 'Score Attack', 'Classic', ""Beat 'em up"", 'Co-op', 'Fighting', '2D Fighter', 'Online Co-Op', 'Local Multiplayer', 'Comic Book', 'Local Co-Op', 'Superhero', ""1990's"", 'Pixel Graphics', 'Arcade', 'Retro']","PC, PlayStation, Xbox, Nintendo",Fighting
691458,DRAGON QUEST MONSTERS The Dark Prince,2024-09-11,2175540,dragon-quest-monsters-the-dark-prince,39.99,18300,610,7760,77.869,RPG,Square Enix,Square Enix,AAA,569000,"['Singleplayer', 'RPG', 'Silent Protagonist', 'Turn-Based Tactics', 'Medieval', 'Turn-Based Combat', 'Party-Based RPG', 'Dragons', 'Magic', 'Deckbuilding', 'Collectathon', 'Villain Protagonist', 'Creature Collector', '3D', 'Turn-Based', 'JRPG', 'Fantasy', 'Story Rich', 'Anime', 'Cute']","PC, Mobile, Nintendo",RPG
708920,Towerborne,2024-09-10,2458830,towerborne,24.99,20700,690,17160,78.986,"Action, Adventure, Early Access, RPG",Stoic,Xbox Game Studios,AAA,411000,"['Action', 'Adventure', 'Singleplayer', 'Early Access', 'RPG', 'Multiplayer', 'Side Scroller', 'Action-Adventure', ""Beat 'em up"", 'Action RPG', 'Co-op', 'Online Co-Op', 'Loot', 'Character Customization', 'PvE', 'Hack and Slash', 'Lore-Rich', 'Fantasy', 'Anime', 'Procedural Generation']","PC, Xbox",RPG
617890,Warhammer 40000 Space Marine 2,2024-09-09,2183900,warhammer-40-000-space-marine-2,59.99,4200000,156000,293000,82.85,"Action, Adventure, RPG",Saber Interactive,Focus Entertainment,AA,195300000,"['Action', 'Adventure', 'Singleplayer', 'Multiplayer', 'Action-Adventure', 'Co-op', 'Third-Person Shooter', 'PvE', 'War', 'Third-Person', 'Cinematic', 'Wargame', 'Futuristic', 'Narration', 'Warhammer 40K', '3D', 'Fantasy', 'Space', 'Sci-fi', 'Realistic']","PC, PlayStation, Xbox",Action
642966,Ace Attorney Investigations Collection,2024-09-06,2401970,ace-attorney-investigations-collection,39.99,83250,2775,16328,97.225,Adventure,Capcom,Capcom,AAA,2600000,"['Adventure', 'Singleplayer', 'Choose Your Own Adventure', 'Text-Based', 'Mystery', 'Point & Click', 'LGBTQ+', 'Investigation', 'Crime', 'Detective', '2D', 'Pixel Graphics', 'Puzzle', 'Comedy', 'Story Rich', 'Anime', 'Funny', 'Great Soundtrack', 'Visual Novel', 'Sexual Content']","PC, PlayStation, Xbox, Nintendo",Adventure
664833,NBA 2K25,2024-09-04,2878980,nba-2k25,79.99,1000000,23880,38286,58.668,"Simulation, Sports",Visual Concepts,2K,AAA,42900000,"['Simulation', 'Singleplayer', 'Multiplayer', 'Sports', 'Controller', 'Immersive Sim', 'Co-op', '4 Player Local', 'Online Co-Op', 'Character Customization', 'Local Multiplayer', 'Team-Based', 'Local Co-Op', 'Deckbuilding', 'eSports', 'Trading', 'Basketball', '3D', 'Management', 'PvP']","PC, PlayStation, Xbox, Nintendo",Sports
682380,Age of Mythology Retold,2024-09-04,1934680,age-of-mythology-retold,29.99,474000,15796,106000,89.953,Strategy,"CaptureAge, Forgotten Empires, Tantalus Media, Virtuos Games, World's Edge",Xbox Game Studios,AAA,10900000,"['Strategy', 'Singleplayer', 'Multiplayer', 'Co-op', 'Moddable', 'Online Co-Op', 'PvE', 'Magic', 'Level Editor', 'Real-Time', 'Mythology', 'Action RTS', '3D', 'Top-Down', 'RTS', 'Base Building', 'Resource Management', 'Fantasy', 'Story Rich', 'PvP']","PC, PlayStation, Xbox",Strategy
645332,Harry Potter Quidditch Champions,2024-09-03,2878600,harry-potter-quidditch-champions,29.99,83880,2796,16426,78.362,"Action, Sports",Unbroken Studios,Warner Bros. Games,AAA,1900000,"['Action', 'Singleplayer', 'Multiplayer', 'Competitive', 'Sports', 'Psychological Horror', 'Co-op', 'Flight', 'LGBTQ+', 'Online Co-Op', 'Character Customization', 'PvE', 'Third-Person', 'Magic', 'Team-Based', 'Supernatural', 'Villain Protagonist', 'Arcade', 'Fantasy', 'PvP']","PC, PlayStation, Xbox, Nintendo",Sports
651839,Sumerian Six,2024-09-02,1429850,sumerian-six,29.99,22260,742,7609,94.474,"Action, Strategy",Artificer,Devolver Digital,AA,512000,"['Strategy', 'Action', 'Adventure', 'Turn-Based Tactics', 'Demons', 'War', 'World War II', 'Tactical', 'Turn-Based Strategy', 'Dark Comedy', 'Alternate History', 'Real Time Tactics', 'Isometric', '3D', 'Female Protagonist', 'Stealth', 'Linear', 'Story Rich', 'Atmospheric', 'Colorful']",PC,Strategy
708760,Visions of Mana,2024-08-29,2490990,visions-of-mana,59.99,67680,2256,32802,79.477,"Action, RPG",Square Enix,Square Enix,AAA,3200000,"['Action', 'Adventure', 'Old School', 'Singleplayer', 'RPG', 'Action RPG', 'Party-Based RPG', 'Character Customization', 'Magic', 'Lore-Rich', 'Class-Based', '3D', 'JRPG', 'Fantasy', 'Open World', 'Story Rich', 'Anime', 'Atmospheric', 'Cute', 'Colorful']","PC, PlayStation, Xbox",RPG
690198,GUNDAM BREAKER 4,2024-08-28,1672500,gundam-breaker-4,59.99,109000,3645,26859,75.309,"Action, RPG","CRAFTS & MEISTER Co., Ltd.",Bandai Namco,AAA,5200000,"['Action', 'Singleplayer', 'RPG', 'Multiplayer', 'Robots', 'Action RPG', 'Co-op', 'Mechs', 'Character Customization', 'Hack and Slash', '3D', 'Anime']","PC, PlayStation, Nintendo",Action
632644,Concord,2024-08-23,2443720,concord,0.0,25740,850,6406,68.941,Action,Firewalk Studios,PlayStation Publishing LLC,AAA,718000,"['Action', 'Multiplayer', 'Perma Death', 'First-Person', 'Dark Fantasy', 'Zombies', 'Crime', 'Post-apocalyptic', 'Psychological', 'Team-Based', 'Parody ', 'Gambling', 'Hero Shooter', 'Heist', 'FPS', 'Shooter', 'Sci-fi', 'Funny', 'Colorful', 'PvP']","PC, PlayStation",Action
645208,Skull and Bones,2024-08-22,2853730,skull-and-bones,39.99,44220,1474,12337,66.961,"Action, Adventure",Ubisoft,Ubisoft,AAA,1200000,"['Action', 'RPG', 'Multiplayer', 'Action RPG', 'Pirates', 'Co-op', 'Naval Combat', 'Naval', 'Sailing', 'First-Person', 'PvE', 'Crafting', 'Third-Person', 'Combat', '3D', 'Exploration', 'Resource Management', 'Open World', 'PvP', 'Realistic']","PC, PlayStation, Xbox",Action
677552,The Crush House,2024-08-09,2337820,the-crush-house,16.99,9120,304,3504,73.026,"Adventure, Simulation",Nerial,Devolver Digital,AA,113000,"['Adventure', 'Simulation', 'Singleplayer', 'Casual', 'Psychological Horror', 'Mystery', 'LGBTQ+', 'Political', 'Dating Sim', 'Conversation', 'Life Sim', 'Politics', 'Romance', 'Cartoony', 'Female Protagonist', 'Comedy', 'Story Rich', 'Funny', 'Colorful', 'Sexual Content']",PC,Simulation
634088,Prince of Persia The Lost Crown,2024-08-08,2751000,prince-of-persia-the-lost-crown,39.99,101000,3364,15520,85.702,"Action, Adventure",Ubisoft,Ubisoft,AAA,2400000,"['Action', 'Adventure', 'Singleplayer', 'Multiplayer', 'Side Scroller', 'Controller', 'Action-Adventure', 'Stylized', 'Action RPG', 'LGBTQ+', 'Hack and Slash', '2D Platformer', 'Precision Platformer', 'Combat', 'Metroidvania', 'Exploration', 'Atmospheric', 'Great Soundtrack', 'Colorful']","PC, PlayStation, Xbox, Nintendo",Action
628879,STAR WARS Bounty Hunter,2024-08-01,2419090,star-wars-bounty-hunter,19.99,27840,928,12597,85.776,"Action, Adventure",Aspyr,Aspyr,AA,417000,"['Action', 'Adventure', 'Singleplayer', 'Robots', 'Assassin', 'Action-Adventure', 'Classic', 'Third-Person Shooter', 'Third-Person', 'Remake', 'Futuristic', '3D Platformer', 'Combat', '3D', 'Platformer', 'Shooter', 'Space', 'Sci-fi']","PC, PlayStation, Xbox, Nintendo",Action
620682,F1 Manager 2024,2024-07-23,2591280,f1-manager-2024,34.99,119000,3982,10834,76.821,"Simulation, Strategy",Frontier Developments,Frontier Developments,AA,3000000,"['Strategy', 'Simulation', 'Sports', 'Automobile Sim', 'Choices Matter', 'Racing', 'Economy', 'Driving', 'Immersive Sim', 'Time Management', 'PvE', 'Tactical', 'Team-Based', 'Time Manipulation', '3D', 'Base Building', 'Resource Management', 'Management', 'Family Friendly', 'Realistic']","PC, PlayStation, Xbox, Nintendo",Strategy
629360,KunitsuGami Path of the Goddess,2024-07-19,2510710,kunitsu-gami-path-of-the-goddess,49.99,58710,1957,24147,92.591,"Action, Strategy",Capcom,Capcom,AAA,2300000,"['Strategy', 'Action', 'Singleplayer', 'Hack and Slash', 'Supernatural', 'Lore-Rich', 'Mythology', '3D', 'Tower Defense']","PC, PlayStation, Xbox",Action
675771,Crime Boss Rockay City,2024-06-18,2933080,crime-boss-rockay-city,19.99,179000,5969,26868,71.654,Action,INGAME STUDIOS,505 GAMES,AA,2300000,"['Action', 'Singleplayer', 'Multiplayer', 'Co-op', 'Online Co-Op', 'PvE', 'Action Roguelike', 'Crime', 'Tactical', 'Team-Based', 'America', 'Combat', 'Heist', 'Looter Shooter', '3D', 'FPS', 'Stealth', 'Shooter', 'Funny', 'Realistic']","PC, PlayStation, Xbox",Action
675332,Avatar Frontiers of Pandora,2024-06-17,2840770,avatar-frontiers-of-pandora,69.99,106000,3538,29118,68.315,"Action, Adventure",Ubisoft,Ubisoft,AAA,3900000,"['Action', 'Adventure', 'Singleplayer', 'RPG', 'Multiplayer', 'Immersive Sim', 'Co-op', 'First-Person', 'Online Co-Op', 'Character Customization', '3D', 'Female Protagonist', 'Shooter', 'Exploration', 'Open World', 'Story Rich', 'Sci-fi', 'Atmospheric']","PC, PlayStation, Xbox",Action
696798,Shin Megami Tensei V Vengeance,2024-06-14,1875830,shin-megami-tensei-v-vengeance,59.99,275000,9170,38748,93.01,"Adventure, RPG",ATLUS,SEGA,AAA,12300000,"['Adventure', 'Singleplayer', 'RPG', 'Choices Matter', 'Demons', 'Dark', 'Third-Person', 'Turn-Based Strategy', 'Post-apocalyptic', 'Destruction', 'Creature Collector', '3D', 'Turn-Based', 'Exploration', 'JRPG', 'Story Rich', 'Anime', 'Atmospheric', 'Difficult', 'Multiple Endings']","PC, PlayStation, Xbox, Nintendo",RPG
677648,Monster Hunter Stories,2024-06-14,2356560,monster-hunter-stories,29.99,22920,764,12181,90.969,RPG,Capcom,Capcom,AAA,519000,"['Adventure', 'Singleplayer', 'RPG', 'Multiplayer', 'Dragons', 'Loot', 'Character Customization', 'PvE', 'Third-Person', 'Emotional', 'Hunting', 'Creature Collector', '3D', 'Cartoony', 'Exploration', 'JRPG', 'Fantasy', 'Story Rich', 'Anime', 'PvP']","PC, PlayStation, Nintendo",RPG
629261,F1 24,2024-05-31,2488620,f1-24,69.99,398000,13270,25622,72.359,"Sports, Racing",Codemasters,Electronic Arts,AAA,15400000,"['Action', 'Simulation', 'Singleplayer', 'Early Access', 'Casual', 'Multiplayer', 'Competitive', 'Sports', 'Automobile Sim', 'Racing', 'Driving', 'VR', 'Co-op', 'Online Co-Op', 'Character Customization', 'Local Co-Op', 'eSports', 'Great Soundtrack', 'PvP', 'Realistic']","PC, PlayStation, Xbox",Racing
644542,The Rogue Prince of Persia,2024-05-27,2717880,the-rogue-prince-of-persia,19.99,42270,1409,12603,87.864,"Action, Adventure, Early Access",Evil Empire,Ubisoft,AAA,618000,"['Action', 'Adventure', 'Singleplayer', 'Side Scroller', 'Action-Adventure', 'Stylized', 'Dark Fantasy', 'Action Roguelike', '2D Platformer', 'Parkour', 'Combat', '2D', 'Cartoony', 'Platformer', 'Roguelike', 'Roguelite', 'Fantasy', 'Atmospheric', 'Procedural Generation', 'Replay Value']",PC,Action
644654,Valiant Hearts Coming Home,2024-05-24,2741360,valiant-hearts-coming-home,14.99,8160,272,3474,63.235,Adventure,Ubisoft,Ubisoft,AAA,84703,"['Action', 'Adventure', 'Indie', 'Singleplayer', 'Side Scroller', 'Music', 'Puzzle Platformer', 'Education', 'War', 'Historical', '2D Platformer', 'Emotional', 'Comic Book', 'World War I', 'Dog', '2D', 'Platformer', 'Puzzle', 'Story Rich', 'Atmospheric']","PC, PlayStation, Xbox, Mobile, Nintendo",Adventure
643270,Senuas Saga Hellblade II,2024-05-21,2461850,senua-s-saga-hellblade-ii,49.99,194000,6451,46647,87.692,"Action, Adventure",Ninja Theory,Xbox Game Studios,AAA,7200000,"['Action', 'Adventure', 'Singleplayer', 'Action-Adventure', 'Psychological Horror', 'Dark', 'Dark Fantasy', 'Third-Person', 'Cinematic', 'Walking Simulator', 'Psychological', 'Swordplay', 'Combat', 'Mythology', 'Female Protagonist', 'Story Rich', 'Atmospheric', 'Horror', 'Realistic', 'Vikings']","PC, Xbox",Action
636168,Homeworld 3,2024-05-13,1840080,homeworld-3,59.99,232000,7734,90709,40.354,"Simulation, Strategy",Blackbird Interactive,Gearbox Publishing,AA,10800000,"['Strategy', 'Simulation', 'Singleplayer', 'Multiplayer', 'Competitive', 'Co-op', 'Tactical', 'Real-Time', 'Isometric', 'Combat', '3D', 'Female Protagonist', 'RTS', 'Roguelike', 'Roguelite', 'Management', 'Story Rich', 'Space', 'Sci-fi', 'Atmospheric']",PC,Strategy
617454,PACMAN Mega Tunnel Battle Chomp Champs,2024-05-08,2095950,pac-man-mega-tunnel-battle-chomp-champs,19.99,3720,124,1764,67.742,Casual,Amber Studio,Bandai Namco,AAA,55422,"['Casual', 'Multiplayer', 'Character Customization', 'Battle Royale', 'Top-Down', 'Arcade', 'Family Friendly', 'PvP']","PC, PlayStation, Xbox, Nintendo",Arcade
728197,INDIKA,2024-05-02,1373960,indika,24.99,177000,5894,24884,90.414,Adventure,Odd Meter,11 bit studios,AA,3200000,"['Adventure', 'Singleplayer', 'Mystery', 'Dark', 'Third-Person', 'Surreal', 'Psychedelic', 'Cinematic', 'Walking Simulator', 'Psychological', 'Conversation', 'Narration', 'Female Protagonist', 'Puzzle', 'Exploration', 'Linear', 'Story Rich', 'Atmospheric', 'Horror', 'Mature']","PC, PlayStation, Xbox",Adventure
663117,The Political Machine 2024,2024-05-02,2512090,the-political-machine-2024,19.99,6510,217,1185,76.037,"Simulation, Strategy",Stardock Entertainment,Stardock Entertainment,AA,94828,"['Strategy', 'Simulation', 'Singleplayer', 'Multiplayer', 'Economy', 'Education', 'Capitalism', 'Character Customization', 'Historical', 'Political', 'Turn-Based Strategy', 'America', 'Alternate History', 'Politics', 'Political Sim', 'Cartoony', 'Building', 'Card Game', 'Management', 'PvP']",PC,Strategy
615842,TopSpin 2K25,2024-04-26,1785650,topspin-2k25,99.99,94770,3159,7515,50.776,Sports,Hangar 13,2K,AAA,3900000,"['Simulation', 'Singleplayer', 'Multiplayer', 'Sports', 'Controller', 'PvE', 'Local Multiplayer', 'Soundtrack', 'Local Co-Op', 'Tennis', 'Family Friendly', 'PvP', 'Realistic']","PC, PlayStation, Xbox",Sports
626666,SAND LAND,2024-04-25,1979440,sand-land,59.99,33630,1121,28968,88.403,"Action, RPG","ILCA,Inc.",Bandai Namco,AAA,1500000,"['Action', 'Singleplayer', 'RPG', 'Action-Adventure', 'Gun Customization', 'Tanks', ""Beat 'em up"", 'Action RPG', 'Mechs', 'Third-Person Shooter', 'Combat Racing', 'Vehicular Combat', '3D', 'Cartoony', 'Exploration', 'Open World', 'Comedy', 'Story Rich', 'Sci-fi', 'Anime']","PC, PlayStation, Xbox",RPG
722301,Rotwood,2024-04-24,2015270,rotwood,19.99,222000,7405,44070,75.3,"Action, Adventure, Early Access, RPG",Klei Entertainment,Klei Entertainment,AA,1800000,"['Action', 'Adventure', 'Singleplayer', 'RPG', 'Multiplayer', 'Action-Adventure', ""Beat 'em up"", 'Action RPG', 'Medieval', 'Co-op', 'Dungeon Crawler', 'Online Co-Op', 'PvE', 'Hack and Slash', 'Action Roguelike', '2D', 'Exploration', 'Roguelite', 'Fantasy', 'Replay Value']",PC,Action
654663,Dead Island 2,2024-04-22,934700,dead-island-2,49.99,450000,12117,44999,77.321,"Action, Adventure",Dambuster Studios,Deep Silver,AA,15000000,"['Action', 'Adventure', 'Controller', 'Action-Adventure', 'Dark Humor', 'Gore', 'Action RPG', 'Co-op', 'First-Person', 'Dark', 'Character Customization', 'PvE', 'Hack and Slash', 'Crafting', 'Survival Horror', 'Zombies', 'Post-apocalyptic', 'Combat', 'FPS', 'Horror']","PC, PlayStation, Xbox",Action
694128,The Crew Motorfest,2024-04-18,2698940,the-crew-motorfest,69.99,210000,6990,15584,77.654,Racing,Ubisoft,Ubisoft,AAA,7000000,"['Singleplayer', 'Multiplayer', 'Sports', 'Racing', 'Driving', 'Co-op', 'Online Co-Op', 'Motorbike', '3D', 'Arcade', 'Open World', 'Sandbox', 'PvP']","PC, PlayStation, Xbox",Racing
613008,Millennia,2024-03-26,1268590,millennia,39.99,96600,3548,39583,69.109,"Simulation, Strategy",C Prompt Games,Paradox Interactive,AA,2900000,"['Strategy', 'Simulation', 'Singleplayer', 'Multiplayer', 'Economy', 'Turn-Based Combat', 'Hex Grid', 'War', 'Historical', 'Military', 'Grand Strategy', 'Political', 'Tactical', 'Turn-Based Strategy', 'Alternate History', 'Diplomacy', '4X', 'Turn-Based', 'Management', 'Replay Value']",PC,Strategy
717986,SOUTH PARK SNOW DAY,2024-03-26,1214650,south-park-snow-day,29.99,109000,3617,17955,51.203,"Action, Adventure",Question,THQ Nordic,AA,2500000,"['Action', 'Adventure', 'Controller', 'Action-Adventure', 'Dark Humor', 'Action RPG', 'Mystery', 'Memes', 'Cartoon', 'Hack and Slash', 'Third-Person', 'Magic', 'Dark Comedy', 'Satire', 'Parody ', 'Combat', 'Cartoony', 'Fantasy', 'Comedy', 'Funny']","PC, PlayStation, Xbox, Nintendo",Action
664255,The Settlers New Allies,2024-03-26,2750080,the-settlers-new-allies,39.99,24600,820,9400,47.683,Strategy,Ubisoft,Ubisoft,AAA,658000,"['Strategy', 'Simulation', 'Singleplayer', 'Multiplayer', 'Economy', 'Colony Sim', 'Crafting', 'Tactical', 'God Game', '3D', 'Building', 'RTS', 'City Builder', 'Base Building', 'Management', 'Relaxing', 'Colorful', 'PvP']","PC, PlayStation, Xbox, Nintendo",Strategy
651218,Alone in the Dark,2024-03-20,1310410,alone-in-the-dark,39.99,99120,3304,31194,79.086,"Action, Adventure",Pieces Interactive,THQ Nordic,AA,3900000,"['Action', 'Adventure', 'Lovecraftian', 'Psychological Horror', 'Mystery', 'Dark', 'Thriller', 'Third-Person', 'Survival Horror', 'Surreal', 'Cinematic', 'Detective', 'Psychological', 'Supernatural', 'Narration', 'Noir', 'Combat', 'Female Protagonist', 'Horror', 'Realistic']","PC, PlayStation, Xbox",Action
662801,STAR WARS Battlefront Classic Collection,2024-03-14,2446550,star-wars-battlefront-classic-collection,35.01,228000,7587,19857,22.631,Action,Aspyr,Aspyr,AA,6400000,"['Action', 'Old School', 'Robots', 'Aliens', 'Driving', 'Split Screen', 'First-Person', 'Third-Person Shooter', 'Artificial Intelligence', 'War', 'Military', 'Third-Person', 'Tactical', 'Futuristic', '3D', 'FPS', 'Shooter', 'Space', 'Sci-fi', 'Retro']","PC, PlayStation, Xbox, Nintendo",Action
661690,Contra Operation Galuga,2024-03-12,2235020,contra-operation-galuga,39.99,20910,697,12244,88.235,Action,WayForward ,KONAMI,AA,586000,"['Action', 'Side Scroller', 'Tutorial', 'Aliens', 'Controller', '1980s', 'Character Customization', 'PvE', '2D Platformer', 'Combat', ""1990's"", '2D', 'Female Protagonist', 'Platformer', 'Arcade', 'Shooter', ""Shoot 'Em Up"", 'Story Rich', 'Sci-fi', 'Retro']","PC, PlayStation, Xbox, Nintendo",Action
631939,WWE 2K24,2024-03-08,2315690,wwe-2k24,59.99,222000,7411,13238,74.524,"Simulation, Sports",Visual Concepts,2K,AAA,8600000,"['Simulation', 'Singleplayer', 'Casual', 'Multiplayer', 'Sports', 'Controller', 'Co-op', 'Fighting', 'Online Co-Op', 'Character Customization', 'Local Multiplayer', 'Local Co-Op', '3D Fighter', 'Wrestling', '3D', 'Sandbox', 'PvP', 'Realistic', 'Sexual Content']","PC, PlayStation, Xbox",Sports
678238,Expeditions A MudRunner Game,2024-03-05,2477340,expeditions-a-mudrunner-game,39.99,118000,3926,40545,54.126,"Adventure, Simulation, Racing",Saber Interactive,Focus Entertainment,AA,3300000,"['Simulation', 'Singleplayer', 'Multiplayer', 'Automobile Sim', 'Racing', 'Offroad', 'Nature', 'Driving', 'Co-op', 'Moddable', 'Online Co-Op', 'Character Customization', 'Science', 'Transportation', 'Building', 'Exploration', 'Physics', 'Base Building', 'Open World', 'Realistic']","PC, PlayStation, Xbox, Nintendo",Simulation
653306,The Thaumaturge,2024-03-04,1684350,the-thaumaturge,34.99,111000,3694,57268,83.649,"Adventure, RPG",Fool's Theory,11 bit studios,AA,2800000,"['Adventure', 'Singleplayer', 'RPG', 'Choices Matter', 'Demons', 'Mystery', 'CRPG', 'Point & Click', 'Dark Fantasy', 'Turn-Based Strategy', 'Detective', 'Psychological', 'Supernatural', 'Creature Collector', 'Exploration', 'Fantasy', 'Story Rich', 'Atmospheric', 'Visual Novel', 'Multiple Endings']","PC, PlayStation, Xbox",RPG
640685,WE ARE FOOTBALL 2024,2024-03-04,1951410,we-are-football-2024,39.99,24240,808,3131,79.703,"Simulation, Strategy, Casual, Sports",Winning Streak Games,"HandyGames, THQ Nordic","AA, Indie",689000,"['Strategy', 'Simulation', 'Singleplayer', 'Multiplayer', 'Sports', 'Economy', '4 Player Local', 'Moddable', 'Time Management', 'PvE', 'Tactical', 'Level Editor', 'Local Multiplayer', '3D', 'Building', 'Resource Management', 'Management', 'Family Friendly', 'PvP', 'Football (Soccer)']",PC,Sports
617733,Brothers A Tale of Two Sons Remake,2024-02-28,2153350,brothers-a-tale-of-two-sons-remake,19.99,22830,759,7675,70.092,"Adventure, Casual",Avantgarden SRL,505 GAMES,AA,308000,"['Adventure', 'Singleplayer', 'Casual', 'Action-Adventure', 'Co-op', 'Local Co-Op', 'Puzzle']","PC, PlayStation, Xbox",Adventure
690689,Bandle Tale A League of Legends Story,2024-02-21,1759380,bandle-tale-a-league-of-legends-story,24.99,35460,1182,11395,80.203,"Simulation, RPG",Lazy Bear Games,Riot Forge,AAA,647000,"['Simulation', 'Singleplayer', 'RPG', 'Nature', 'Crafting', 'Magic', 'Beautiful', 'Isometric', 'Farming Sim', 'Pixel Graphics', 'Exploration', 'Fantasy', 'Funny', 'Cute', 'Family Friendly', 'Colorful', 'Cozy']","PC, Nintendo",RPG
652196,Banishers Ghosts of New Eden,2024-02-12,1493640,banishers-ghosts-of-new-eden,49.99,173000,5751,52873,86.489,"Action, Adventure, RPG",DON'T NOD,Focus Entertainment,AA,6200000,"['Action', 'Adventure', 'Singleplayer', 'RPG', 'Choices Matter', 'Action-Adventure', 'Action RPG', 'Dark Fantasy', 'Third-Person', 'Cinematic', 'Emotional', 'Supernatural', 'Narration', 'Vampire', 'Lore-Rich', 'Exploration', 'Fantasy', 'Story Rich', 'Atmospheric', 'Horror']","PC, PlayStation, Xbox",RPG
